"","year","mun","trat","pto","se","value"
"14178",2003,"Gabriel Zamora",0,0,"Business, personal and home services",130
"14179",2003,"Mugica",0,0,"Business, personal and home services",763
"14180",2003,"Nuevo Urecho",0,0,"Business, personal and home services",0
"14181",2003,"Paracuaro",0,0,"Business, personal and home services",115
"14182",2003,"Paracho",0,0,"Business, personal and home services",60
"14183",2003,"Taretan",1,0,"Business, personal and home services",103
"14184",2003,"Uruapan",1,0,"Business, personal and home services",17489
"14185",2003,"Tingambato",1,0,"Business, personal and home services",257
"14186",2003,"Tepalcatepec",0,0,"Business, personal and home services",596
"14187",2003,"Buenavista",0,0,"Business, personal and home services",373
"14188",2003,"Ziracuaretiro",1,0,"Business, personal and home services",568
"14189",2003,"Nuevo Parangaricutiro",1,0,"Business, personal and home services",202
"14190",2003,"Nahuatzen",0,0,"Business, personal and home services",40
"14191",2003,"Coalcoman",0,0,"Business, personal and home services",141
"14192",2003,"Tumbiscatio",0,0,"Business, personal and home services",0
"14193",2003,"Aguililla",0,0,"Business, personal and home services",36
"14194",2003,"Tancitaro",1,0,"Business, personal and home services",67
"14195",2003,"Cotija",1,0,"Business, personal and home services",443
"14196",2003,"Chilchota",1,0,"Business, personal and home services",41
"14197",2003,"Jacona",0,0,"Business, personal and home services",2309
"14198",2003,"Jiquilpan",0,0,"Business, personal and home services",1266
"14199",2003,"La Piedad",0,0,"Business, personal and home services",6722
"14200",2003,"Los Reyes",1,0,"Business, personal and home services",2481
"14201",2003,"Periban",1,0,"Business, personal and home services",359
"14202",2003,"Sahuayo",0,0,"Business, personal and home services",3224
"14203",2003,"Tinguindin",1,0,"Business, personal and home services",197
"14204",2003,"Tocumbo",1,0,"Business, personal and home services",117
"14205",2003,"Venustiano Carranza",0,0,"Business, personal and home services",129
"14206",2003,"Zamora",0,0,"Business, personal and home services",14037
"14207",2003,"Penjamillo",0,0,"Business, personal and home services",9
"14208",2003,"Pajacuaran",0,0,"Business, personal and home services",24
"14209",2003,"Vista Hermosa",0,0,"Business, personal and home services",17
"14210",2003,"Tanhuato",0,0,"Business, personal and home services",79
"14211",2003,"Brisenas",0,0,"Business, personal and home services",84
"14212",2003,"Zinaparo",0,0,"Business, personal and home services",5
"14213",2003,"Churintzio",0,0,"Business, personal and home services",35
"14214",2003,"Numaran",0,0,"Business, personal and home services",122
"14215",2003,"Tangancicuaro",1,0,"Business, personal and home services",522
"14216",2003,"Purepero",1,0,"Business, personal and home services",327
"14217",2003,"Tlazazalca",0,0,"Business, personal and home services",0
"14218",2003,"Cojumatlan de Regules",0,0,"Business, personal and home services",134
"14219",2003,"Chavinda",0,0,"Business, personal and home services",90
"14220",2003,"Tangamandapio",1,0,"Business, personal and home services",140
"14221",2003,"Yurecuaro",0,0,"Business, personal and home services",733
"14222",2003,"Ecuandureo",0,0,"Business, personal and home services",13
"14223",2003,"Villamar",0,0,"Business, personal and home services",71
"14224",2003,"Ixtlan",0,0,"Business, personal and home services",93
"14225",2003,"Marcos Castellanos",0,0,"Business, personal and home services",232
"14226",2003,"Hidalgo",1,0,"Business, personal and home services",2386
"14227",2003,"Jungapeo",1,0,"Business, personal and home services",26
"14228",2003,"Zitacuaro",1,0,"Business, personal and home services",3782
"14229",2003,"Angangueo",0,0,"Business, personal and home services",143
"14230",2003,"Tlalpujahua",0,0,"Business, personal and home services",115
"14231",2003,"Ocampo",1,0,"Business, personal and home services",11
"14232",2003,"Maravatio",0,0,"Business, personal and home services",1963
"14233",2003,"Contepec",0,0,"Business, personal and home services",495
"14234",2003,"Huetamo",0,0,"Business, personal and home services",829
"14235",2003,"San Lucas",0,0,"Business, personal and home services",72
"14236",2003,"Irimbo",0,0,"Business, personal and home services",15
"14237",2003,"Aporo",0,0,"Business, personal and home services",0
"14238",2003,"Tuxpan",1,0,"Business, personal and home services",323
"14239",2003,"Senguio",0,0,"Business, personal and home services",0
"14240",2003,"Tiquicheo",0,0,"Business, personal and home services",0
"14241",2003,"Tuzantla",0,0,"Business, personal and home services",36
"14242",2003,"Juarez",1,0,"Business, personal and home services",7
"14243",2003,"Lazaro Cardenas",0,0,"Business, personal and home services",10647
"14244",2004,"Coahuayana",0,0,"Business, personal and home services",217
"14245",2004,"Aquila",0,0,"Business, personal and home services",0
"14246",2004,"Morelia",0,0,"Business, personal and home services",50285
"14247",2004,"Nocupetaro",0,0,"Business, personal and home services",0
"14248",2004,"Patzcuaro",1,0,"Business, personal and home services",3564
"14249",2004,"Quiroga",1,0,"Business, personal and home services",350
"14250",2004,"Tacambaro",1,0,"Business, personal and home services",782
"14251",2004,"Turicato",1,0,"Business, personal and home services",71
"14252",2004,"Zacapu",0,0,"Business, personal and home services",4216
"14253",2004,"Tarimbaro",1,0,"Business, personal and home services",272
"14254",2004,"Acuitzio",1,0,"Business, personal and home services",50
"14255",2004,"Ario",1,0,"Business, personal and home services",390
"14256",2004,"Erongaricuaro",1,0,"Business, personal and home services",62
"14257",2004,"La Huacana",0,0,"Business, personal and home services",203
"14258",2004,"Huiramba",1,0,"Business, personal and home services",0
"14259",2004,"Lagunillas",1,0,"Business, personal and home services",277
"14260",2004,"Madero",1,0,"Business, personal and home services",58
"14261",2004,"Salvador Escalante",1,0,"Business, personal and home services",684
"14262",2004,"Tzintzuntzan",1,0,"Business, personal and home services",36
"14263",2004,"Angamacutiro",0,0,"Business, personal and home services",80
"14264",2004,"Jose Sixto Verduzco",0,0,"Business, personal and home services",0
"14265",2004,"Morelos",0,0,"Business, personal and home services",10
"14266",2004,"Panindicuaro",0,0,"Business, personal and home services",86
"14267",2004,"Puruandiro",0,0,"Business, personal and home services",1470
"14268",2004,"Churumuco",0,0,"Business, personal and home services",8
"14269",2004,"Zinapecuaro",1,0,"Business, personal and home services",1047
"14270",2004,"Querendaro",0,0,"Business, personal and home services",38
"14271",2004,"Indaparapeo",0,0,"Business, personal and home services",0
"14272",2004,"Charo",0,0,"Business, personal and home services",0
"14273",2004,"Alvaro Obregon",0,0,"Business, personal and home services",346
"14274",2004,"Coeneo",0,0,"Business, personal and home services",71
"14275",2004,"Jimenez",0,0,"Business, personal and home services",67
"14276",2004,"Huaniqueo",0,0,"Business, personal and home services",60
"14277",2004,"Caracuaro",0,0,"Business, personal and home services",24
"14278",2004,"Cuitzeo",0,0,"Business, personal and home services",154
"14279",2004,"Chucandiro",0,0,"Business, personal and home services",24
"14280",2004,"Santa Ana Maya",0,0,"Business, personal and home services",34
"14281",2004,"Huandacareo",0,0,"Business, personal and home services",562
"14282",2004,"Copandaro",0,0,"Business, personal and home services",0
"14283",2004,"Tzitzio",0,0,"Business, personal and home services",0
"14284",2004,"Apatzingan",1,0,"Business, personal and home services",4946
"14285",2004,"Arteaga",0,0,"Business, personal and home services",0
"14286",2004,"Charapan",0,0,"Business, personal and home services",0
"14287",2004,"Cheran",0,0,"Business, personal and home services",24
"14288",2004,"Gabriel Zamora",0,0,"Business, personal and home services",91
"14289",2004,"Mugica",0,0,"Business, personal and home services",705
"14290",2004,"Nuevo Urecho",0,0,"Business, personal and home services",0
"14291",2004,"Paracuaro",0,0,"Business, personal and home services",80
"14292",2004,"Paracho",0,0,"Business, personal and home services",65
"14293",2004,"Taretan",1,0,"Business, personal and home services",165
"14294",2004,"Uruapan",1,0,"Business, personal and home services",17815
"14295",2004,"Tingambato",1,0,"Business, personal and home services",275
"14296",2004,"Tepalcatepec",0,0,"Business, personal and home services",535
"14297",2004,"Buenavista",0,0,"Business, personal and home services",341
"14298",2004,"Ziracuaretiro",1,0,"Business, personal and home services",656
"14299",2004,"Nuevo Parangaricutiro",1,0,"Business, personal and home services",173
"14300",2004,"Nahuatzen",0,0,"Business, personal and home services",36
"14301",2004,"Coalcoman",0,0,"Business, personal and home services",152
"14302",2004,"Tumbiscatio",0,0,"Business, personal and home services",0
"14303",2004,"Aguililla",0,0,"Business, personal and home services",40
"14304",2004,"Tancitaro",1,0,"Business, personal and home services",110
"14305",2004,"Cotija",1,0,"Business, personal and home services",451
"14306",2004,"Chilchota",1,0,"Business, personal and home services",43
"14307",2004,"Jacona",0,0,"Business, personal and home services",2052
"14308",2004,"Jiquilpan",0,0,"Business, personal and home services",1253
"14309",2004,"La Piedad",0,0,"Business, personal and home services",6361
"14310",2004,"Los Reyes",1,0,"Business, personal and home services",2384
"14311",2004,"Periban",1,0,"Business, personal and home services",317
"14312",2004,"Sahuayo",0,0,"Business, personal and home services",2980
"14313",2004,"Tinguindin",1,0,"Business, personal and home services",213
"14314",2004,"Tocumbo",1,0,"Business, personal and home services",115
"14315",2004,"Venustiano Carranza",0,0,"Business, personal and home services",122
"14316",2004,"Zamora",0,0,"Business, personal and home services",13281
"14317",2004,"Penjamillo",0,0,"Business, personal and home services",0
"14318",2004,"Pajacuaran",0,0,"Business, personal and home services",24
"14319",2004,"Vista Hermosa",0,0,"Business, personal and home services",24
"14320",2004,"Tanhuato",0,0,"Business, personal and home services",58
"14321",2004,"Brisenas",0,0,"Business, personal and home services",121
"14322",2004,"Zinaparo",0,0,"Business, personal and home services",0
"14323",2004,"Churintzio",0,0,"Business, personal and home services",36
"14324",2004,"Numaran",0,0,"Business, personal and home services",107
"14325",2004,"Tangancicuaro",1,0,"Business, personal and home services",496
"14326",2004,"Purepero",1,0,"Business, personal and home services",431
"14327",2004,"Tlazazalca",0,0,"Business, personal and home services",0
"14328",2004,"Cojumatlan de Regules",0,0,"Business, personal and home services",132
"14329",2004,"Chavinda",0,0,"Business, personal and home services",84
"14330",2004,"Tangamandapio",1,0,"Business, personal and home services",142
"14331",2004,"Yurecuaro",0,0,"Business, personal and home services",591
"14332",2004,"Ecuandureo",0,0,"Business, personal and home services",12
"14333",2004,"Villamar",0,0,"Business, personal and home services",93
"14334",2004,"Ixtlan",0,0,"Business, personal and home services",96
"14335",2004,"Marcos Castellanos",0,0,"Business, personal and home services",228
"14336",2004,"Hidalgo",1,0,"Business, personal and home services",2099
"14337",2004,"Jungapeo",1,0,"Business, personal and home services",16
"14338",2004,"Zitacuaro",1,0,"Business, personal and home services",3446
"14339",2004,"Angangueo",0,0,"Business, personal and home services",118
"14340",2004,"Tlalpujahua",0,0,"Business, personal and home services",108
"14341",2004,"Ocampo",1,0,"Business, personal and home services",30
"14342",2004,"Maravatio",0,0,"Business, personal and home services",2035
"14343",2004,"Contepec",0,0,"Business, personal and home services",464
"14344",2004,"Huetamo",0,0,"Business, personal and home services",845
"14345",2004,"San Lucas",0,0,"Business, personal and home services",50
"14346",2004,"Irimbo",0,0,"Business, personal and home services",21
"14347",2004,"Aporo",0,0,"Business, personal and home services",0
"14348",2004,"Tuxpan",1,0,"Business, personal and home services",341
"14349",2004,"Senguio",0,0,"Business, personal and home services",0
"14350",2004,"Tiquicheo",0,0,"Business, personal and home services",0
"14351",2004,"Tuzantla",0,0,"Business, personal and home services",36
"14352",2004,"Juarez",1,0,"Business, personal and home services",1
"14353",2004,"Lazaro Cardenas",0,0,"Business, personal and home services",11141
"14354",2005,"Coahuayana",0,0,"Business, personal and home services",218
"14355",2005,"Aquila",0,0,"Business, personal and home services",0
"14356",2005,"Morelia",0,0,"Business, personal and home services",51426
"14357",2005,"Nocupetaro",0,0,"Business, personal and home services",0
"14358",2005,"Patzcuaro",1,0,"Business, personal and home services",3369
"14359",2005,"Quiroga",1,0,"Business, personal and home services",300
"14360",2005,"Tacambaro",1,0,"Business, personal and home services",741
"14361",2005,"Turicato",1,0,"Business, personal and home services",89
"14362",2005,"Zacapu",0,0,"Business, personal and home services",4107
"14363",2005,"Tarimbaro",1,0,"Business, personal and home services",316
"14364",2005,"Acuitzio",1,0,"Business, personal and home services",36
"14365",2005,"Ario",1,0,"Business, personal and home services",428
"14366",2005,"Erongaricuaro",1,0,"Business, personal and home services",99
"14367",2005,"La Huacana",0,0,"Business, personal and home services",244
"14368",2005,"Huiramba",1,0,"Business, personal and home services",0
"14369",2005,"Lagunillas",1,0,"Business, personal and home services",336
"14370",2005,"Madero",1,0,"Business, personal and home services",46
"14371",2005,"Salvador Escalante",1,0,"Business, personal and home services",725
"14372",2005,"Tzintzuntzan",1,0,"Business, personal and home services",26
"14373",2005,"Angamacutiro",0,0,"Business, personal and home services",85
"14374",2005,"Jose Sixto Verduzco",0,0,"Business, personal and home services",0
"14375",2005,"Morelos",0,0,"Business, personal and home services",15
"14376",2005,"Panindicuaro",0,0,"Business, personal and home services",76
"14377",2005,"Puruandiro",0,0,"Business, personal and home services",1454
"14378",2005,"Churumuco",0,0,"Business, personal and home services",0
"14379",2005,"Zinapecuaro",1,0,"Business, personal and home services",1065
"14380",2005,"Querendaro",0,0,"Business, personal and home services",75
"14381",2005,"Indaparapeo",0,0,"Business, personal and home services",5
"14382",2005,"Charo",0,0,"Business, personal and home services",18
"14383",2005,"Alvaro Obregon",0,0,"Business, personal and home services",359
"14384",2005,"Coeneo",0,0,"Business, personal and home services",60
"14385",2005,"Jimenez",0,0,"Business, personal and home services",71
"14386",2005,"Huaniqueo",0,0,"Business, personal and home services",72
"14387",2005,"Caracuaro",0,0,"Business, personal and home services",24
"14388",2005,"Cuitzeo",0,0,"Business, personal and home services",148
"14389",2005,"Chucandiro",0,0,"Business, personal and home services",14
"14390",2005,"Santa Ana Maya",0,0,"Business, personal and home services",25
"14391",2005,"Huandacareo",0,0,"Business, personal and home services",575
"14392",2005,"Copandaro",0,0,"Business, personal and home services",5
"14393",2005,"Tzitzio",0,0,"Business, personal and home services",0
"14394",2005,"Apatzingan",1,0,"Business, personal and home services",4552
"14395",2005,"Arteaga",0,0,"Business, personal and home services",0
"14396",2005,"Charapan",0,0,"Business, personal and home services",0
"14397",2005,"Cheran",0,0,"Business, personal and home services",24
"14398",2005,"Gabriel Zamora",0,0,"Business, personal and home services",75
"14399",2005,"Mugica",0,0,"Business, personal and home services",585
"14400",2005,"Nuevo Urecho",0,0,"Business, personal and home services",0
"14401",2005,"Paracuaro",0,0,"Business, personal and home services",73
"14402",2005,"Paracho",0,0,"Business, personal and home services",101
"14403",2005,"Taretan",1,0,"Business, personal and home services",191
"14404",2005,"Uruapan",1,0,"Business, personal and home services",18732
"14405",2005,"Tingambato",1,0,"Business, personal and home services",358
"14406",2005,"Tepalcatepec",0,0,"Business, personal and home services",439
"14407",2005,"Buenavista",0,0,"Business, personal and home services",302
"14408",2005,"Ziracuaretiro",1,0,"Business, personal and home services",624
"14409",2005,"Nuevo Parangaricutiro",1,0,"Business, personal and home services",253
"14410",2005,"Nahuatzen",0,0,"Business, personal and home services",24
"14411",2005,"Coalcoman",0,0,"Business, personal and home services",168
"14412",2005,"Tumbiscatio",0,0,"Business, personal and home services",0
"14413",2005,"Aguililla",0,0,"Business, personal and home services",36
"14414",2005,"Tancitaro",1,0,"Business, personal and home services",94
"14415",2005,"Cotija",1,0,"Business, personal and home services",454
"14416",2005,"Chilchota",1,0,"Business, personal and home services",57
"14417",2005,"Jacona",0,0,"Business, personal and home services",2069
"14418",2005,"Jiquilpan",0,0,"Business, personal and home services",1115
"14419",2005,"La Piedad",0,0,"Business, personal and home services",6112
"14420",2005,"Los Reyes",1,0,"Business, personal and home services",2566
"14421",2005,"Periban",1,0,"Business, personal and home services",350
"14422",2005,"Sahuayo",0,0,"Business, personal and home services",2942
"14423",2005,"Tinguindin",1,0,"Business, personal and home services",268
"14424",2005,"Tocumbo",1,0,"Business, personal and home services",88
"14425",2005,"Venustiano Carranza",0,0,"Business, personal and home services",151
"14426",2005,"Zamora",0,0,"Business, personal and home services",12511
"14427",2005,"Penjamillo",0,0,"Business, personal and home services",10
"14428",2005,"Pajacuaran",0,0,"Business, personal and home services",24
"14429",2005,"Vista Hermosa",0,0,"Business, personal and home services",19
"14430",2005,"Tanhuato",0,0,"Business, personal and home services",114
"14431",2005,"Brisenas",0,0,"Business, personal and home services",133
"14432",2005,"Zinaparo",0,0,"Business, personal and home services",0
"14433",2005,"Churintzio",0,0,"Business, personal and home services",30
"14434",2005,"Numaran",0,0,"Business, personal and home services",126
"14435",2005,"Tangancicuaro",1,0,"Business, personal and home services",379
"14436",2005,"Purepero",1,0,"Business, personal and home services",500
"14437",2005,"Tlazazalca",0,0,"Business, personal and home services",0
"14438",2005,"Cojumatlan de Regules",0,0,"Business, personal and home services",133
"14439",2005,"Chavinda",0,0,"Business, personal and home services",96
"14440",2005,"Tangamandapio",1,0,"Business, personal and home services",170
"14441",2005,"Yurecuaro",0,0,"Business, personal and home services",649
"14442",2005,"Ecuandureo",0,0,"Business, personal and home services",19
"14443",2005,"Villamar",0,0,"Business, personal and home services",86
"14444",2005,"Ixtlan",0,0,"Business, personal and home services",84
"14445",2005,"Marcos Castellanos",0,0,"Business, personal and home services",207
"14446",2005,"Hidalgo",1,0,"Business, personal and home services",2053
"14447",2005,"Jungapeo",1,0,"Business, personal and home services",19
"14448",2005,"Zitacuaro",1,0,"Business, personal and home services",3291
"14449",2005,"Angangueo",0,0,"Business, personal and home services",85
"14450",2005,"Tlalpujahua",0,0,"Business, personal and home services",123
"14451",2005,"Ocampo",1,0,"Business, personal and home services",14
"14452",2005,"Maravatio",0,0,"Business, personal and home services",2183
"14453",2005,"Contepec",0,0,"Business, personal and home services",415
"14454",2005,"Huetamo",0,0,"Business, personal and home services",807
"14455",2005,"San Lucas",0,0,"Business, personal and home services",59
"14456",2005,"Irimbo",0,0,"Business, personal and home services",18
"14457",2005,"Aporo",0,0,"Business, personal and home services",0
"14458",2005,"Tuxpan",1,0,"Business, personal and home services",343
"14459",2005,"Senguio",0,0,"Business, personal and home services",0
"14460",2005,"Tiquicheo",0,0,"Business, personal and home services",0
"14461",2005,"Tuzantla",0,0,"Business, personal and home services",138
"14462",2005,"Juarez",1,0,"Business, personal and home services",0
"14463",2005,"Lazaro Cardenas",0,0,"Business, personal and home services",11387
"14464",2006,"Coahuayana",0,0,"Business, personal and home services",246
"14465",2006,"Aquila",0,0,"Business, personal and home services",0
"14466",2006,"Morelia",0,0,"Business, personal and home services",53931
"14467",2006,"Nocupetaro",0,0,"Business, personal and home services",0
"14468",2006,"Patzcuaro",1,0,"Business, personal and home services",3462
"14469",2006,"Quiroga",1,0,"Business, personal and home services",341
"14470",2006,"Tacambaro",1,0,"Business, personal and home services",739
"14471",2006,"Turicato",1,0,"Business, personal and home services",67
"14472",2006,"Zacapu",0,0,"Business, personal and home services",4272
"14473",2006,"Tarimbaro",1,0,"Business, personal and home services",327
"14474",2006,"Acuitzio",1,0,"Business, personal and home services",30
"14475",2006,"Ario",1,0,"Business, personal and home services",468
"14476",2006,"Erongaricuaro",1,0,"Business, personal and home services",101
"14477",2006,"La Huacana",0,0,"Business, personal and home services",278
"14478",2006,"Huiramba",1,0,"Business, personal and home services",0
"14479",2006,"Lagunillas",1,0,"Business, personal and home services",389
"14480",2006,"Madero",1,0,"Business, personal and home services",24
"14481",2006,"Salvador Escalante",1,0,"Business, personal and home services",811
"14482",2006,"Tzintzuntzan",1,0,"Business, personal and home services",36
"14483",2006,"Angamacutiro",0,0,"Business, personal and home services",97
"14484",2006,"Jose Sixto Verduzco",0,0,"Business, personal and home services",0
"14485",2006,"Morelos",0,0,"Business, personal and home services",21
"14486",2006,"Panindicuaro",0,0,"Business, personal and home services",106
"14487",2006,"Puruandiro",0,0,"Business, personal and home services",1403
"14488",2006,"Churumuco",0,0,"Business, personal and home services",0
"14489",2006,"Zinapecuaro",1,0,"Business, personal and home services",1029
"14490",2006,"Querendaro",0,0,"Business, personal and home services",100
"14491",2006,"Indaparapeo",0,0,"Business, personal and home services",12
"14492",2006,"Charo",0,0,"Business, personal and home services",24
"14493",2006,"Alvaro Obregon",0,0,"Business, personal and home services",319
"14494",2006,"Coeneo",0,0,"Business, personal and home services",71
"14495",2006,"Jimenez",0,0,"Business, personal and home services",107
"14496",2006,"Huaniqueo",0,0,"Business, personal and home services",72
"14497",2006,"Caracuaro",0,0,"Business, personal and home services",14
"14498",2006,"Cuitzeo",0,0,"Business, personal and home services",148
"14499",2006,"Chucandiro",0,0,"Business, personal and home services",12
"14500",2006,"Santa Ana Maya",0,0,"Business, personal and home services",28
"14501",2006,"Huandacareo",0,0,"Business, personal and home services",627
"14502",2006,"Copandaro",0,0,"Business, personal and home services",3
"14503",2006,"Tzitzio",0,0,"Business, personal and home services",0
"14504",2006,"Apatzingan",1,0,"Business, personal and home services",4301
"14505",2006,"Arteaga",0,0,"Business, personal and home services",0
"14506",2006,"Charapan",0,0,"Business, personal and home services",0
"14507",2006,"Cheran",0,0,"Business, personal and home services",24
"14508",2006,"Gabriel Zamora",0,0,"Business, personal and home services",96
"14509",2006,"Mugica",0,0,"Business, personal and home services",519
"14510",2006,"Nuevo Urecho",0,0,"Business, personal and home services",0
"14511",2006,"Paracuaro",0,0,"Business, personal and home services",96
"14512",2006,"Paracho",0,0,"Business, personal and home services",112
"14513",2006,"Taretan",1,0,"Business, personal and home services",160
"14514",2006,"Uruapan",1,0,"Business, personal and home services",19151
"14515",2006,"Tingambato",1,0,"Business, personal and home services",350
"14516",2006,"Tepalcatepec",0,0,"Business, personal and home services",348
"14517",2006,"Buenavista",0,0,"Business, personal and home services",258
"14518",2006,"Ziracuaretiro",1,0,"Business, personal and home services",549
"14519",2006,"Nuevo Parangaricutiro",1,0,"Business, personal and home services",374
"14520",2006,"Nahuatzen",0,0,"Business, personal and home services",33
"14521",2006,"Coalcoman",0,0,"Business, personal and home services",166
"14522",2006,"Tumbiscatio",0,0,"Business, personal and home services",0
"14523",2006,"Aguililla",0,0,"Business, personal and home services",34
"14524",2006,"Tancitaro",1,0,"Business, personal and home services",122
"14525",2006,"Cotija",1,0,"Business, personal and home services",590
"14526",2006,"Chilchota",1,0,"Business, personal and home services",47
"14527",2006,"Jacona",0,0,"Business, personal and home services",2170
"14528",2006,"Jiquilpan",0,0,"Business, personal and home services",1194
"14529",2006,"La Piedad",0,0,"Business, personal and home services",6433
"14530",2006,"Los Reyes",1,0,"Business, personal and home services",2866
"14531",2006,"Periban",1,0,"Business, personal and home services",347
"14532",2006,"Sahuayo",0,0,"Business, personal and home services",3158
"14533",2006,"Tinguindin",1,0,"Business, personal and home services",269
"14534",2006,"Tocumbo",1,0,"Business, personal and home services",93
"14535",2006,"Venustiano Carranza",0,0,"Business, personal and home services",156
"14536",2006,"Zamora",0,0,"Business, personal and home services",13204
"14537",2006,"Penjamillo",0,0,"Business, personal and home services",0
"14538",2006,"Pajacuaran",0,0,"Business, personal and home services",24
"14539",2006,"Vista Hermosa",0,0,"Business, personal and home services",16
"14540",2006,"Tanhuato",0,0,"Business, personal and home services",177
"14541",2006,"Brisenas",0,0,"Business, personal and home services",142
"14542",2006,"Zinaparo",0,0,"Business, personal and home services",0
"14543",2006,"Churintzio",0,0,"Business, personal and home services",0
"14544",2006,"Numaran",0,0,"Business, personal and home services",138
"14545",2006,"Tangancicuaro",1,0,"Business, personal and home services",425
"14546",2006,"Purepero",1,0,"Business, personal and home services",524
"14547",2006,"Tlazazalca",0,0,"Business, personal and home services",0
"14548",2006,"Cojumatlan de Regules",0,0,"Business, personal and home services",146
"14549",2006,"Chavinda",0,0,"Business, personal and home services",84
"14550",2006,"Tangamandapio",1,0,"Business, personal and home services",168
"14551",2006,"Yurecuaro",0,0,"Business, personal and home services",644
"14552",2006,"Ecuandureo",0,0,"Business, personal and home services",36
"14553",2006,"Villamar",0,0,"Business, personal and home services",70
"14554",2006,"Ixtlan",0,0,"Business, personal and home services",83
"14555",2006,"Marcos Castellanos",0,0,"Business, personal and home services",186
"14556",2006,"Hidalgo",1,0,"Business, personal and home services",2317
"14557",2006,"Jungapeo",1,0,"Business, personal and home services",17
"14558",2006,"Zitacuaro",1,0,"Business, personal and home services",3359
"14559",2006,"Angangueo",0,0,"Business, personal and home services",86
"14560",2006,"Tlalpujahua",0,0,"Business, personal and home services",57
"14561",2006,"Ocampo",1,0,"Business, personal and home services",14
"14562",2006,"Maravatio",0,0,"Business, personal and home services",2331
"14563",2006,"Contepec",0,0,"Business, personal and home services",332
"14564",2006,"Huetamo",0,0,"Business, personal and home services",808
"14565",2006,"San Lucas",0,0,"Business, personal and home services",58
"14566",2006,"Irimbo",0,0,"Business, personal and home services",22
"14567",2006,"Aporo",0,0,"Business, personal and home services",0
"14568",2006,"Tuxpan",1,0,"Business, personal and home services",375
"14569",2006,"Senguio",0,0,"Business, personal and home services",0
"14570",2006,"Tiquicheo",0,0,"Business, personal and home services",0
"14571",2006,"Tuzantla",0,0,"Business, personal and home services",166
"14572",2006,"Juarez",1,0,"Business, personal and home services",0
"14573",2006,"Lazaro Cardenas",0,0,"Business, personal and home services",11847
"14574",2006,"Susupuato",0,0,"Business, personal and home services",0
"14575",2007,"Coahuayana",0,0,"Business, personal and home services",288
"14576",2007,"Aquila",0,0,"Business, personal and home services",62
"14577",2007,"Morelia",0,0,"Business, personal and home services",56698
"14578",2007,"Nocupetaro",0,0,"Business, personal and home services",0
"14579",2007,"Patzcuaro",1,0,"Business, personal and home services",3691
"14580",2007,"Quiroga",1,0,"Business, personal and home services",286
"14581",2007,"Tacambaro",1,0,"Business, personal and home services",709
"14582",2007,"Turicato",1,0,"Business, personal and home services",71
"14583",2007,"Zacapu",0,0,"Business, personal and home services",4327
"14584",2007,"Tarimbaro",1,0,"Business, personal and home services",319
"14585",2007,"Acuitzio",1,0,"Business, personal and home services",24
"14586",2007,"Ario",1,0,"Business, personal and home services",511
"14587",2007,"Erongaricuaro",1,0,"Business, personal and home services",108
"14588",2007,"La Huacana",0,0,"Business, personal and home services",385
"14589",2007,"Huiramba",1,0,"Business, personal and home services",0
"14590",2007,"Lagunillas",1,0,"Business, personal and home services",439
"14591",2007,"Madero",1,0,"Business, personal and home services",44
"14592",2007,"Salvador Escalante",1,0,"Business, personal and home services",835
"14593",2007,"Tzintzuntzan",1,0,"Business, personal and home services",35
"14594",2007,"Angamacutiro",0,0,"Business, personal and home services",83
"14595",2007,"Jose Sixto Verduzco",0,0,"Business, personal and home services",0
"14596",2007,"Morelos",0,0,"Business, personal and home services",12
"14597",2007,"Panindicuaro",0,0,"Business, personal and home services",108
"14598",2007,"Puruandiro",0,0,"Business, personal and home services",1469
"14599",2007,"Churumuco",0,0,"Business, personal and home services",4
"14600",2007,"Zinapecuaro",1,0,"Business, personal and home services",1042
"14601",2007,"Querendaro",0,0,"Business, personal and home services",78
"14602",2007,"Indaparapeo",0,0,"Business, personal and home services",12
"14603",2007,"Charo",0,0,"Business, personal and home services",28
"14604",2007,"Alvaro Obregon",0,0,"Business, personal and home services",544
"14605",2007,"Coeneo",0,0,"Business, personal and home services",67
"14606",2007,"Jimenez",0,0,"Business, personal and home services",117
"14607",2007,"Huaniqueo",0,0,"Business, personal and home services",73
"14608",2007,"Caracuaro",0,0,"Business, personal and home services",1
"14609",2007,"Cuitzeo",0,0,"Business, personal and home services",128
"14610",2007,"Chucandiro",0,0,"Business, personal and home services",22
"14611",2007,"Santa Ana Maya",0,0,"Business, personal and home services",68
"14612",2007,"Huandacareo",0,0,"Business, personal and home services",677
"14613",2007,"Copandaro",0,0,"Business, personal and home services",8
"14614",2007,"Tzitzio",0,0,"Business, personal and home services",0
"14615",2007,"Apatzingan",1,0,"Business, personal and home services",4363
"14616",2007,"Arteaga",0,0,"Business, personal and home services",0
"14617",2007,"Charapan",0,0,"Business, personal and home services",0
"14618",2007,"Cheran",0,0,"Business, personal and home services",24
"14619",2007,"Gabriel Zamora",0,0,"Business, personal and home services",67
"14620",2007,"Mugica",0,0,"Business, personal and home services",517
"14621",2007,"Nuevo Urecho",0,0,"Business, personal and home services",0
"14622",2007,"Paracuaro",0,0,"Business, personal and home services",143
"14623",2007,"Paracho",0,0,"Business, personal and home services",126
"14624",2007,"Taretan",1,0,"Business, personal and home services",190
"14625",2007,"Uruapan",1,0,"Business, personal and home services",20387
